State,District,Party,Margin,Lean,Minority,Nat_Margin,Year,Fresh,Calculated_C6,Year1,Midterm,Avg_Def,DefxParty,DefxLean,DefxMin,DefxNat_Margin,DefxYear1,DefxFresh,DefxMid,Has_Pres,DefxHas_Pres,Avg_Def_Adj,Abs_lean
NY,23,0,26.32861908,1.8999997,0,2.6,2004,0,0.709618789,2,0,14.2737896,0,4.214011634,0,5.766543147,4.435802421,0,0,1,2.21790121,2.21790121,1.8999997
WV,3,1,30.39131468,-1.9000027,1,-2.6,2004,0,1.105830784,2,0,16.2321278,3.714196675,-7.05698371,3.714196675,-9.656911354,7.428393349,0,0,0,0,3.714196675,1.9000027
WV,3,1,38.72388973,-1.9000027,1,8,2006,0,0.990693196,4,1,17.2529313,3.819707865,-7.257455256,3.819707865,30.55766292,15.27883146,0,3.819707865,0,0,3.819707865,1.9000027
NY,11,0,1.542222533,1.9331,0,-1.2,2012,0,-0.657326197,10,0,17.322335,0,2.097091974,0,-1.301800408,10.84833673,0,0,0,0,1.084833673,1.9331
MI,6,0,20.30371098,1.98,1,-10.6,2008,0,0.657304647,6,0,18.3091007,0,6.301024765,3.18233574,-33.73275884,19.09401444,0,0,1,3.18233574,3.18233574,1.98
MI,6,0,28.39161332,1.98,1,6.8,2010,0,0.263190661,8,1,19.1373026,0,3.906935362,1.973199678,13.41775781,15.78559742,0,1.973199678,0,0,1.973199678,1.98
NJ,2,0,21.99499656,1.99,0,1.1,2016,0,0.438487418,14,0,16.0363086,0,15.55780977,0,8.599794348,109.4519281,0,0,0,0,7.817994862,1.99
MN,3,0,-11.42055618,-2,0,-8.6,2018,0,-1.529856309,16,1,9.891031,0,-6.528280634,0,-28.07160673,52.22624507,0,3.264140317,1,3.264140317,3.264140317,2
MN,3,0,13.68307083,-2,0,1.1,2016,0,0.196585472,14,0,7.9449962,0,0.546635077,0,-0.300649292,-3.826445537,0,0,0,0,-0.273317538,2
OR,5,1,5.292076345,2.02,0,-6.8,2010,1,0.330433031,8,1,6.714009,-0.22770915,-0.459972482,0,1.548422217,-1.821673196,-0.22770915,-0.22770915,1,-0.22770915,-0.22770915,2.02
GA,12,1,13.17098845,2.02,0,-6.8,2010,0,0.57873919,8,1,8.7010566,1.75933845,3.55386367,0,-11.96350146,14.0747076,0,1.75933845,1,1.75933845,1.75933845,2.02
GA,12,1,32.00072192,2.02,0,10.6,2008,0,0.508276706,6,0,17.2732211,11.58662119,23.4049748,0,122.8181846,69.51972714,0,0,0,0,11.58662119,2.02
NY,23,1,4.704399759,-2.08,0,-6.8,2010,1,0.487820694,8,1,9.3298292,2.38811105,-4.967270985,0,-16.23915514,19.1048884,2.38811105,2.38811105,1,2.38811105,2.38811105,2.08
PA,17,1,7.608028271,-2.08,1,-1.1,2016,0,-0.485701909,14,0,12.3647604,-1.795097865,3.733803559,-1.795097865,1.974607651,-25.13137011,0,0,1,-1.795097865,-1.795097865,2.08
NY,23,0,19.42328451,2.08,1,-10.6,2008,0,0.450904413,6,0,24.57949,0,19.66166808,9.45272504,-100.1988854,56.71635024,0,0,1,9.45272504,9.45272504,2.08
GA,12,0,-3.622896117,-2.0999993,0,2.6,2004,1,-1.185250098,2,0,10.0498339,0,4.212713024,0,-5.215741673,-4.012108979,-2.00605449,0,1,-2.00605449,-2.00605449,2.0999993
GA,12,1,0.606579705,2.0999993,1,8,2006,1,-0.791575985,4,1,23.7656904,10.33246696,21.69817339,10.33246696,82.65973572,41.32986786,10.33246696,10.33246696,0,0,10.33246696,2.0999993
MI,9,0,-9.454402878,-2.12,1,-10.6,2008,0,-0.862560988,6,0,17.1617162,0,-4.314096629,2.03495124,-21.57048314,12.20970744,0,0,1,2.03495124,2.03495124,2.12
MI,9,1,2.535127647,2.12,0,-6.8,2010,1,-0.068439291,8,1,8.9078707,1.96615255,4.168243407,0,-13.36983734,15.7292204,1.96615255,1.96615255,1,1.96615255,1.96615255,2.12
IA,3,1,4.245792421,2.22,0,-6.8,2010,0,-0.771362598,8,1,5.2271313,-1.71458685,-3.806382806,0,11.65919058,-13.7166948,0,-1.71458685,1,-1.71458685,-1.71458685,2.22
IA,3,1,14.27373509,2.22,0,10.6,2008,0,-1.626076911,6,0,5.5900621,-0.09653781,-0.214313938,0,-1.023300785,-0.57922686,0,0,0,0,-0.09653781,2.22
CA,11,1,1.105183719,-2.28,0,-6.8,2010,0,-0.517984985,8,1,7.6590488,0.71733065,-1.635513883,0,-4.877848423,5.738645204,0,0.71733065,1,0.71733065,0.71733065,2.28
CA,11,1,10.54916402,-2.28,0,10.6,2008,1,-0.581990217,6,0,7.8133478,2.12674789,-4.848985189,0,22.54352763,12.76048734,2.12674789,0,0,0,2.12674789,2.28
PA,8,0,8.851472357,2.29,0,1.1,2016,0,-0.403051619,14,0,15.6940063,0,17.11933597,0,8.223261818,104.6596959,0,0,0,0,7.475692562,2.29
CA,36,1,18.03311949,2.3,1,8.6,2018,0,-0.395673387,16,1,17.9700499,2.323737514,5.344596282,2.323737514,19.98414262,37.17980022,0,2.323737514,0,0,2.323737514,2.3
CA,36,1,24.1078683,2.3,1,-1.1,2016,0,0.464366793,14,0,15.8805031,1.720644835,3.957483121,1.720644835,-1.892709319,24.08902769,0,0,1,1.720644835,1.720644835,2.3
CA,52,0,-2.362880606,-2.30002,0,-1.2,2012,0,-0.747692897,10,0,16.4188752,0,-0.417163536,0,-0.217648648,1.813738732,0,0,0,0,0.181373873,2.30002
IA,1,0,-5.056201626,-2.32,0,-8.6,2018,0,-0.759293161,16,1,11.2467306,0,-10.71802861,0,-39.73062329,73.91743867,0,4.619839917,1,4.619839917,4.619839917,2.32
IA,1,0,7.66279544,-2.32,0,1.1,2016,1,0.083452887,14,0,9.9616858,0,-4.044623183,0,1.917709268,24.40720886,1.743372062,0,0,0,1.743372062,2.32
NY,18,1,9.348746408,-2.32,1,-1.1,2016,0,-0.216608508,14,0,18.9000775,4.740219235,-10.99730863,4.740219235,-5.214241159,66.36306929,0,0,1,4.740219235,4.740219235,2.32
NY,18,1,11.92856291,-2.32,1,8.6,2018,0,-0.553381203,16,1,17.9333903,2.287077914,-5.30602076,2.287077914,19.66887006,36.59324662,0,2.287077914,0,0,2.287077914,2.32
WA,8,0,26.53564384,2.36666,0,5.7,2014,0,0.781883816,12,1,9.3567251,0,3.493381571,0,8.413661006,17.71297054,0,1.476080878,0,0,1.476080878,2.36666
PA,7,0,18.93376056,2.4,0,1.1,2016,0,0.300215584,14,0,12.2526636,0,9.682439668,0,4.437784848,56.48089806,0,0,0,0,4.034349862,2.4
WI,7,1,27.1990723,2.4333343,1,8,2006,0,0.202779794,4,1,12.2344945,-1.198728935,-2.916908235,-1.198728935,-9.589831482,-4.794915741,0,-1.198728935,0,0,-1.198728935,2.4333343
OR,4,1,20.08314634,2.4667,1,1.2,2012,0,0.061801407,10,0,20.012747,3.777213304,9.317252057,3.777213304,4.532655965,37.77213304,0,0,1,3.777213304,3.777213304,2.4667
TX,27,1,-0.748139039,-2.48,0,-6.8,2010,0,-1.122851207,8,1,5.05689,-1.88482815,4.674373811,0,12.81683142,-15.0786252,0,-1.88482815,1,-1.88482815,-1.88482815,2.48
TX,27,1,19.56662301,-2.48,0,10.6,2008,0,-0.10247561,6,0,4.3832185,-1.30338141,3.232385897,0,-13.81584295,-7.82028846,0,0,0,0,-1.30338141,2.48
OH,6,1,18.95937166,-2.5,1,-4.8,2002,0,0.434230903,0,1,20.3873598,1.006142483,-2.515356208,1.006142483,-4.82948392,0,0,1.006142483,0,0,1.006142483,2.5
WA,3,1,23.37931712,-2.5,1,-4.8,2002,0,0.669111663,0,1,19.8364008,0.455183483,-1.137958708,0.455183483,-2.18488072,0,0,0.455183483,0,0,0.455183483,2.5
IL,11,0,28.63971826,2.5,0,4.8,2002,0,0.777945256,0,1,12.9896907,0,8.830863839,0,16.95525857,0,0,3.532345536,1,3.532345536,3.532345536,2.5
WI,3,1,29.28502596,2.5,1,-4.8,2002,0,0.755335915,0,1,20.6755374,1.294320083,3.235800208,1.294320083,-6.2127364,0,0,1.294320083,0,0,1.294320083,2.5
NY,19,0,30.41278282,2.5,0,4.8,2002,0,0.962046788,0,1,12.3469388,0,7.223984089,0,13.87004945,0,0,2.889593636,1,2.889593636,2.889593636,2.5
TN,8,1,42.83979282,2.5,1,-4.8,2002,0,1.062207734,0,1,27.4633124,8.082095083,20.20523771,8.082095083,-38.7940564,0,0,8.082095083,0,0,8.082095083,2.5
TX,23,0,0.440807544,2.54,0,-8.6,2018,0,-0.89472415,16,1,7.2696534,0,1.632617301,0,-5.527759366,10.28420347,0,0.642762717,1,0.642762717,0.642762717,2.54
TX,23,0,1.33251807,2.54,0,1.1,2016,1,-1.407046998,14,0,6.368461,0,-4.698625955,0,-2.034838012,-25.89793834,-1.849852738,0,0,0,-1.849852738,2.54
MN,1,0,-5.614314826,2.5666657,0,-8,2006,0,-0.898838453,4,1,14.5728643,0,9.322910546,0,-29.05843343,14.52921671,0,3.632304178,1,3.632304178,3.632304178,2.5666657
MN,1,0,24.08356606,2.5666657,0,2.6,2004,0,0.485519121,2,0,15.2600171,0,8.223927259,0,8.330734647,6.408257421,0,0,1,3.20412871,3.20412871,2.5666657
NY,13,0,6.539366313,2.5666717,0,-8,2006,0,-0.06519761,4,1,14.4939966,0,9.120504846,0,-28.42749183,14.21374591,0,3.553436478,1,3.553436478,3.553436478,2.5666717
NY,13,0,14.01271255,2.5666717,0,2.6,2004,0,-0.180520315,2,0,14.7453083,0,6.902857973,0,6.992491767,5.378839821,0,0,1,2.68941991,2.68941991,2.5666717
PA,8,0,23.80425891,2.56681,0,5.7,2014,0,0.313594243,12,1,14.1645462,0,16.12958244,0,35.81824128,75.40682374,0,6.283901978,0,0,6.283901978,2.56681
NH,1,0,-3.765267142,2.66663,0,-1.2,2012,1,-0.864142656,10,0,14.0655106,0,-5.791895632,0,2.606388872,-21.71990727,-2.171990727,0,0,0,-2.171990727,2.66663
MN,1,1,8.520258497,-2.69998,1,-5.7,2014,0,-0.033577703,12,1,19.7614991,2.41619999,-6.523691649,2.41619999,-13.77233994,28.99439988,0,2.41619999,1,2.41619999,2.41619999,2.69998
NH,1,0,-1.339949287,2.7,0,1.1,2016,1,-1.496035285,14,0,7.852194,0,-0.988523294,0,-0.402731712,-5.125676337,-0.366119738,0,0,0,-0.366119738,2.7
PA,6,0,14.4754448,2.71,0,1.1,2016,1,0.274808913,14,0,14.7779479,0,17.77660858,0,7.215597578,91.83487826,6.559634162,0,0,0,6.559634162,2.71
TX,15,1,16.93456281,2.7666643,1,-2.6,2004,0,0.093451091,2,0,12.5110132,-0.006917925,-0.019139577,-0.006917925,0.017986606,-0.013835851,0,0,0,0,-0.006917925,2.7666643
TX,15,1,38.05706774,2.7666643,1,8,2006,0,0.776678469,4,1,16.8685927,3.435369265,9.504513502,3.435369265,27.48295412,13.74147706,0,3.435369265,0,0,3.435369265,2.7666643
TX,15,1,47.27449383,2.7666643,1,8,2006,0,1.323103785,4,1,16.8685927,3.435369265,9.504513502,3.435369265,27.48295412,13.74147706,0,3.435369265,0,0,3.435369265,2.7666643
GA,2,1,33.57105056,2.7666663,1,-2.6,2004,0,1.019309189,2,0,17.4683544,4.950423275,13.69616924,4.950423275,-12.87110051,9.900846549,0,0,0,0,4.950423275,2.7666663
GA,2,1,35.7462738,2.7666663,1,8,2006,0,0.577791725,4,1,18.6757216,5.242498165,14.504243,5.242498165,41.93998532,20.96999266,0,5.242498165,0,0,5.242498165,2.7666663
VA,11,1,0.432251896,2.82,0,-6.8,2010,1,-0.484048736,8,1,6.6339066,-0.30781155,-0.86802857,0,2.093118537,-2.462492396,-0.30781155,-0.30781155,1,-0.30781155,-0.30781155,2.82
NV,3,0,7.493312491,2.83336,0,-1.2,2012,1,-0.054887788,10,0,18.4884447,0,6.377732916,0,-2.701132048,22.50943373,2.250943373,0,0,0,2.250943373,2.83336
IL,8,1,-0.14325586,-2.88,0,-6.8,2010,0,-0.420784692,8,1,11.3795296,4.43781145,-12.78089698,0,-30.17711786,35.5024916,0,4.43781145,1,4.43781145,4.43781145,2.88
IL,8,1,21.44082565,-2.88,0,10.6,2008,0,0.152613006,6,0,11.2044818,5.51788189,-15.89149984,0,58.48954803,33.10729134,0,0,0,0,5.51788189,2.88
NJ,7,0,1.479341957,2.9000007,0,-8,2006,0,-0.471737955,4,1,13.2328308,0,6.647586571,0,-18.33816543,9.169082713,0,2.292270678,1,2.292270678,2.292270678,2.9000007
NY,24,0,15.12211967,2.9000007,0,2.6,2004,0,-0.102501251,2,0,17.4617462,0,15.67699143,0,14.05523031,10.81171562,0,0,1,5.40585781,5.40585781,2.9000007
NJ,7,0,15.22352867,2.9000007,0,2.6,2004,0,-0.130301132,2,0,12.9579982,0,2.616119081,0,2.345485507,1.804219621,0,0,1,0.90210981,0.90210981,2.9000007
NV,3,0,-5.137616777,-2.92,1,-10.6,2008,0,-0.415220983,6,0,23.8822246,0,-25.56594215,8.75545964,-92.80787218,52.53275784,0,0,1,8.75545964,8.75545964,2.92
NV,3,1,-0.6525456,2.92,0,-6.8,2010,1,-0.687408034,8,1,6.3530849,-0.58863325,-1.718809089,0,4.002706097,-4.709065996,-0.58863325,-0.58863325,1,-0.58863325,-0.58863325,2.92
IA,3,0,-2.163984494,2.93,0,-8.6,2018,0,-2.09815125,16,1,4.4739022,0,-6.308256255,0,18.51570095,-34.44781573,0,-2.152988483,1,-2.152988483,-2.152988483,2.93
IA,3,0,13.73245842,2.93,0,1.1,2016,1,0.522424561,14,0,6.0514372,0,-6.348948257,0,-2.383564192,-30.33627154,-2.166876538,0,0,0,-2.166876538,2.93
WA,8,0,19.30484293,2.9666,0,-1.2,2012,0,0.264344439,10,0,21.3359274,0,15.12499079,0,-6.118111288,50.98426073,0,0,0,0,5.098426073,2.9666
NJ,2,0,24.18824937,-2.96679,0,5.7,2014,0,0.593415687,12,1,14.7746244,0,-20.45299145,0,39.29568702,82.72776214,0,6.893980178,0,0,6.893980178,2.96679
IL,14,1,-6.266294695,-2.98,0,-6.8,2010,0,-1.09672781,8,1,9.8840757,2.94235755,-8.7682255,0,-20.00803134,23.5388604,0,2.94235755,1,2.94235755,2.94235755,2.98
MN,1,1,5.291425576,-2.98,0,-6.8,2010,0,0.118436872,8,1,6.0587515,-0.88296665,2.631240616,0,6.004173217,-7.063733196,0,-0.88296665,1,-0.88296665,-0.88296665,2.98
IL,14,1,15.49600227,-2.98,0,10.6,2008,1,0.145757933,6,0,6.1619718,0.47537189,-1.416608232,0,5.038942035,2.85223134,0.47537189,0,0,0,0.47537189,2.98
MI,8,0,16.29310273,2.98,1,-10.6,2008,0,0.490396041,6,0,14.9098853,0,-0.646301387,-0.21687966,2.298924397,-1.301277961,0,0,1,-0.21687966,-0.21687966,2.98
MN,1,1,29.57280385,-2.98,0,10.6,2008,1,3.025918087,6,0,4.9488973,-0.73770261,2.198353778,0,-7.819647665,-4.42621566,-0.73770261,0,0,0,-0.73770261,2.98
MI,8,0,29.75246433,2.98,1,6.8,2010,0,0.360448674,8,1,15.7728707,0,-4.145872022,-1.391232222,-9.460379112,-11.12985778,0,-1.391232222,0,0,-1.391232222,2.98
NH,2,1,4.435264144,3.03,1,-1.1,2016,0,-0.889814009,14,0,14.4054878,0.245629535,0.744257491,0.245629535,-0.270192489,3.438813492,0,0,1,0.245629535,0.245629535,3.03
NH,2,1,13.35978978,3.03,1,8.6,2018,0,-0.739483164,16,1,16.6380789,0.991766514,3.005052537,0.991766514,8.529192018,15.86826422,0,0.991766514,0,0,0.991766514,3.03
NJ,2,1,-17.37128506,3.06678,1,1.2,2012,0,-2.57854,10,0,14.2115509,-2.023982796,-6.207109959,-2.023982796,-2.428779355,-20.23982796,0,0,1,-2.023982796,-2.023982796,3.06678
NJ,2,0,17.37128506,-3.06678,0,-1.2,2012,0,0.324620051,10,0,24.6566792,0,-25.81976632,0,-10.10301345,84.19177873,0,0,0,0,8.419177873,3.06678
MN,1,1,15.19798738,-3.09994,1,1.2,2012,0,0.017060423,10,0,18.5678074,2.332273704,-7.229908546,2.332273704,2.798728445,23.32273704,0,0,1,2.332273704,2.332273704,3.09994
NY,11,0,6.182037676,3.13298,0,5.7,2014,0,-1.45631693,12,1,9.3273543,0,4.532513741,0,8.246247446,17.36052094,0,1.446710078,0,0,1.446710078,3.13298
FL,13,0,15.13995877,3.13326,0,-1.2,2012,0,0.076286475,10,0,17.7808408,0,4.835683838,0,-1.852007368,15.43339473,0,0,0,0,1.543339473,3.13326
CA,52,1,3.173741465,3.26659,1,-5.7,2014,1,-0.207930024,12,1,25,7.65470089,25.00476938,7.65470089,-43.63179507,91.85641068,7.65470089,7.65470089,1,7.65470089,7.65470089,3.26659
MN,3,0,24.35929299,3.26665,0,5.7,2014,0,0.544358878,12,1,8.263773,0,1.251547623,0,2.183834036,4.597545339,0,0.383128778,0,0,0.383128778,3.26665
OR,4,1,20.98465725,3.29995,1,-5.7,2014,0,0.422234628,12,1,17.8268251,0.48152599,1.58901169,0.48152599,-2.744698143,5.778311879,0,0.48152599,1,0.48152599,0.48152599,3.29995
MI,6,0,15.50895797,3.3002,0,5.7,2014,0,-0.61573398,12,1,7.106599,0,-2.554504041,0,-4.412057764,-9.288542661,0,-0.774045222,0,0,-0.774045222,3.3002
PA,8,1,-7.045262908,3.42,0,-6.8,2010,0,-2.581781344,8,1,6.2661499,-0.67556825,-2.310443413,0,4.593864097,-5.404545996,0,-0.67556825,1,-0.67556825,-0.67556825,3.42
PA,8,1,15.14023787,3.42,0,10.6,2008,1,-0.45642346,6,0,8.7995655,3.11296559,10.64634232,0,32.99743525,18.67779354,3.11296559,0,0,0,3.11296559,3.42
NJ,2,0,19.9711232,-3.42,1,-10.6,2008,0,0.536104972,6,0,29.0026954,0,-47.4556821,13.87593044,-147.0848627,83.25558264,0,0,1,13.87593044,13.87593044,3.42
NJ,2,0,34.56797511,-3.42,1,6.8,2010,0,0.632731231,8,1,23.80085,0,-22.69767501,6.636747078,45.12988013,53.09397662,0,6.636747078,0,0,6.636747078,3.42
VA,2,0,17.55460534,3.43323,0,5.7,2014,0,-0.250079381,12,1,9.6964587,0,6.234108741,0,10.35014253,21.78977374,0,1.815814478,0,0,1.815814478,3.43323
KY,3,0,-2.447048127,-3.4333343,0,-8,2006,0,-0.811863321,4,1,6.9686411,0,13.63692581,0,31.77535217,-15.88767609,0,-3.971919022,1,-3.971919022,-3.971919022,3.4333343
KY,3,0,22.4577485,-3.4333343,0,2.6,2004,0,1.079090268,2,0,9.3198992,0,9.393565529,0,-7.113571893,-5.471978379,0,0,1,-2.73598919,-2.73598919,3.4333343
NY,24,1,2.069507642,-3.48,0,-6.8,2010,0,-0.191666139,8,1,11.2079701,4.26625195,-14.84655679,0,-29.01051326,34.1300156,0,4.26625195,1,4.26625195,4.26625195,3.48
NY,24,1,6.368347547,-3.48,0,10.6,2008,1,-1.753954382,6,0,4.4889129,-1.19768701,4.167950795,0,-12.69548231,-7.18612206,-1.19768701,0,0,0,-1.19768701,3.48
NJ,7,0,18.74837558,3.48,1,6.8,2010,1,-0.030508233,8,1,20.0971463,0,10.20699095,2.933043378,19.94469497,23.46434702,2.933043378,2.933043378,0,0,2.933043378,3.48
FL,22,0,22.41438869,-3.5,0,4.8,2002,0,0.947994916,0,1,8.6010363,0,2.997081025,0,-4.110282548,0,0,-0.856308864,1,-0.856308864,-0.856308864,3.5
PA,7,0,32.18462984,-3.5,0,4.8,2002,0,1.609643677,0,1,11.1353712,0,-5.873091125,0,8.054524972,0,0,1.678026036,1,1.678026036,1.678026036,3.5
NJ,4,0,34.03652303,-3.5,0,4.8,2002,0,1.76531417,0,1,11.2024666,0,-6.107925025,0,8.376582892,0,0,1.745121436,1,1.745121436,1.745121436,3.5
IL,10,0,37.61736869,-3.5,0,4.8,2002,1,2.592193844,0,1,10.9631148,0,-5.270193725,0,7.227694252,0,1.505769636,1.505769636,1,1.505769636,1.505769636,3.5
WV,3,1,40.43931783,3.5,1,-4.8,2002,0,1.22072349,0,1,21.3471503,1.965932983,6.880765442,1.965932983,-9.43647832,0,0,1.965932983,0,0,1.965932983,3.5
VA,2,0,7.658898785,3.53322,0,-1.2,2012,1,-0.080011114,10,0,16.8440827,0,2.14318544,0,-0.727897648,6.065813732,0.606581373,0,0,0,0.606581373,3.53322
IL,13,1,-0.340370603,-3.5334,1,1.2,2012,0,-1.059447007,10,0,14.0760507,-2.159482996,7.630317218,-2.159482996,-2.591379595,-21.59482996,0,0,1,-2.159482996,-2.159482996,3.5334
IL,13,0,0.340370603,3.5334,0,-1.2,2012,0,-0.975285647,10,0,14.0760507,0,-7.637269645,0,2.593740752,-21.61450627,0,0,0,0,-2.161450627,3.5334
WI,8,1,-9.641816702,-3.58,0,-6.8,2010,0,-2.577597777,8,1,5.3492763,-1.59244185,5.700941821,0,10.82860458,-12.7395348,0,-1.59244185,1,-1.59244185,-1.59244185,3.58
WI,8,1,8.097377087,-3.58,0,10.6,2008,1,-1.131577595,6,0,5.3669222,-0.31967771,1.144446202,0,-3.388583725,-1.91806626,-0.31967771,0,0,0,-0.31967771,3.58
NY,19,0,-8.083031814,3.6,0,-8.6,2018,1,-0.946006928,16,1,11.3333333,0,16.94319342,0,-40.47540651,75.30308187,4.706442617,4.706442617,1,4.706442617,4.706442617,3.6
MN,2,0,-5.507622023,3.65,0,-8.6,2018,1,-1.69086751,16,1,4.8387097,0,-6.526860588,0,15.37835645,-28.61089573,-1.788180983,-1.788180983,1,-1.788180983,-1.788180983,3.65
FL,13,0,-3.806183643,-3.65,0,1.1,2016,0,-1.201379249,14,0,12.2792937,0,-14.82257686,0,4.467077958,56.85371946,0,0,0,0,4.060979962,3.65
FL,13,1,15.28941133,3.65,1,8.6,2018,1,-0.303310315,16,1,18.9699571,3.323644714,12.13130321,3.323644714,28.58334454,53.17831542,3.323644714,3.323644714,0,0,3.323644714,3.65
NY,1,1,-4.908923206,-3.66664,1,-5.7,2014,0,-0.716492252,12,1,18.7080537,1.36275459,-4.99673049,1.36275459,-7.767701163,16.35305508,0,1.36275459,1,1.36275459,1.36275459,3.66664
MI,7,1,-4.778237153,-3.68,0,-6.8,2010,1,-0.462357756,8,1,8.2007344,1.25901625,-4.633179802,0,-8.561310503,10.07213,1.25901625,1.25901625,1,1.25901625,1.25901625,3.68
MI,7,0,-2.306026324,3.68,1,-10.6,2008,1,-0.53358769,6,0,12.6018468,0,-9.291698829,-2.52491816,26.7641325,-15.14950896,-2.52491816,0,1,-2.52491816,-2.52491816,3.68
PA,15,0,14.55306334,-3.72,1,6.8,2010,0,-0.195624111,8,1,24.2387333,0,-26.31762501,7.074630378,48.10748657,56.59704302,0,7.074630378,0,0,7.074630378,3.72
PA,15,0,17.14197168,-3.72,1,-10.6,2008,0,0.546061169,6,0,23.6842105,0,-31.83369741,8.55744554,-90.70892272,51.34467324,0,0,1,8.55744554,8.55744554,3.72
MN,3,0,16.30446427,3.73327,0,-1.2,2012,0,0.137825773,10,0,15.1898734,0,-3.91107791,0,1.257153512,-10.47627927,0,0,0,0,-1.047627927,3.73327
NJ,3,0,17.36756079,-3.7666633,0,-8,2006,0,1.04163511,4,1,13.8190955,0,-10.84247357,0,-23.02828303,11.51414151,0,2.878535378,1,2.878535378,2.878535378,3.7666633
NJ,3,0,28.78437619,-3.7666633,0,2.6,2004,0,1.153697829,2,0,14.4067797,0,-8.855016021,0,6.112317407,4.701782621,0,0,1,2.35089131,2.35089131,3.7666633
CA,18,1,30.95397974,3.7666643,1,8,2006,0,0.284127055,4,1,18.6046512,5.171427765,19.47903234,5.171427765,41.37142212,20.68571106,0,5.171427765,0,0,5.171427765,3.7666643
CA,18,1,34.97543997,3.7666643,1,-2.6,2004,1,1.388165348,2,0,16.9717138,4.453782675,16.7759042,4.453782675,-11.57983495,8.907565349,4.453782675,0,0,0,4.453782675,3.7666643
NM,1,0,0.40784232,-3.7666683,0,-8,2006,0,-0.205740772,4,1,12.4684078,0,-5.754895417,0,-12.22278143,6.111390713,0,1.527847678,1,1.527847678,1.527847678,3.7666683
NM,1,0,8.871375574,-3.7666683,0,2.6,2004,0,-0.216976156,2,0,15.1718357,0,-11.73673996,0,8.101463007,6.231894621,0,0,1,3.11594731,3.11594731,3.7666683
CO,7,0,11.92465411,-3.7666683,0,2.6,2004,1,0.464951846,2,0,10.373444,0,6.337209949,0,-4.374355413,-3.364888779,-1.68244439,0,1,-1.68244439,-1.68244439,3.7666683
ME,2,1,15.67686707,3.83341,1,1.2,2012,0,-0.219398524,10,0,18.8833124,2.647778704,10.15002136,2.647778704,3.177334445,26.47778704,0,0,1,2.647778704,2.647778704,3.83341
PA,8,0,13.20697937,3.86668,0,-1.2,2012,1,0.156257654,10,0,25.3609542,0,35.27747276,0,-10.94814345,91.23452873,9.123452873,0,0,0,9.123452873,3.86668
MI,11,0,11.0653764,3.8999997,0,-8,2006,0,0.19539888,4,1,13.4663342,0,9.850518147,0,-20.20619263,10.10309631,0,2.525774078,1,2.525774078,2.525774078,3.8999997
PA,3,0,11.56193524,3.8999997,0,-8,2006,0,0.336672065,4,1,9.2905405,0,-6.43507603,0,13.20015697,-6.600078487,0,-1.650019622,1,-1.650019622,-1.650019622,3.8999997
MI,11,0,15.93137255,3.8999997,0,2.6,2004,1,0.309991285,2,0,10.8677338,0,-4.633802543,0,-3.089201933,-2.376309179,-1.18815459,0,1,-1.18815459,-1.18815459,3.8999997
PA,3,0,20.15984765,3.8999997,0,2.6,2004,0,0.17809416,2,0,14.2372881,0,8.507458216,0,5.671639247,4.362799421,0,0,1,2.18139971,2.18139971,3.8999997
IL,11,0,10.19079629,3.9000007,0,-8,2006,0,0.18168243,4,1,9.6692112,0,-4.958261685,0,10.17079137,-5.085395687,0,-1.271348922,1,-1.271348922,-1.271348922,3.9000007
IL,11,0,17.34269053,3.9000007,0,2.6,2004,0,-0.023753282,2,0,11.8543607,0,-0.785958131,0,-0.523971993,-0.403055379,0,0,1,-0.20152769,-0.20152769,3.9000007
MN,2,0,17.17036543,3.96665,0,5.7,2014,0,-0.734714825,12,1,4.3405676,0,-14.04224493,0,-20.17843674,-42.48091946,0,-3.540076622,0,0,-3.540076622,3.96665
IN,2,1,1.338671139,-3.98,0,-6.8,2010,0,-0.168294214,8,1,14.9908592,8.04914105,-32.03558138,0,-54.73415914,64.3931284,0,8.04914105,1,8.04914105,8.04914105,3.98
IN,2,1,36.85787518,-3.98,0,10.6,2008,1,1.546470561,6,0,14.8546825,9.16808259,-36.48896871,0,97.18167545,55.00849554,9.16808259,0,0,0,9.16808259,3.98
ME,2,0,-1.032444708,3.99,0,-8.6,2018,0,-1.005462015,16,1,8.961474,0,9.314987435,0,-20.07741653,37.35333307,0,2.334583317,1,2.334583317,2.334583317,3.99
ME,2,0,9.262344952,4.02,0,1.1,2016,1,-0.190555069,14,0,10.9422492,0,10.95022056,0,2.996329008,38.13509646,2.723935462,0,0,0,2.723935462,4.02
WI,7,1,21.64665258,4.02,0,10.6,2008,0,-0.799758245,6,0,3.75,-1.93659991,-7.785131638,0,-20.52795905,-11.61959946,0,0,0,0,-1.93659991,4.02
CO,6,0,-11.23186003,-4.06,0,-8.6,2018,0,-1.494818043,16,1,9.015025,0,-9.695825327,0,-20.53795513,38.21014907,0,2.388134317,1,2.388134317,2.388134317,4.06
CO,6,0,8.303025634,-4.06,0,1.1,2016,0,-0.299674578,14,0,7.8446306,0,1.517153542,0,-0.411051452,-5.231563937,0,0,0,0,-0.373683138,4.06
IL,13,0,9.90552771,4.08,1,-10.6,2008,0,0.007562147,6,0,18.5983827,0,14.16420038,3.47161774,-36.79914804,20.82970644,0,0,1,3.47161774,3.47161774,4.08
